"O3.Mean","Date.Local"
0.0267261428571429,2004-06-20
0.0297582,2004-06-27
0.0276695714285714,2004-07-04
0.02658,2004-07-11
0.0331012857142857,2004-07-18
0.018252,2004-07-25
0.022747,2004-08-01
0.0237757142857143,2004-08-08
0.027869,2004-08-15
0.0216001666666667,2004-08-22
0.0196904285714286,2004-08-29
0.0162521428571429,2004-09-05
0.0190972857142857,2004-09-12
0.0152202857142857,2004-09-19
0.0153611428571429,2004-09-26
0.0134164285714286,2004-10-03
0.00827571428571429,2004-10-10
0.0116944285714286,2004-10-17
0.00819671428571429,2004-10-24
0.0118718571428571,2004-10-31
0.0124402857142857,2004-11-07
0.0037948,2004-11-14
0.00784087870821162,2004-11-21
0.0082358,2004-11-28
0.006895,2004-12-05
0.00800142857142857,2004-12-12
0.0105331428571429,2004-12-19
0.007968,2004-12-26
0.00537085714285714,2005-01-02
0.00957157142857143,2005-01-09
0.0101844285714286,2005-01-16
0.00979471428571429,2005-01-23
0.00804157142857143,2005-01-30
0.008357,2005-02-06
0.0157335,2005-02-13
0.0160691313588662,2005-02-20
0.0211666,2005-02-27
0.0190163333333333,2005-03-06
0.0220418,2005-03-13
0.0153358571428571,2005-03-20
0.0226845714285714,2005-03-27
0.0211964285714286,2005-04-03
0.0255,2005-04-10
0.0308941428571429,2005-04-17
0.0237591428571429,2005-04-24
0.024006,2005-05-01
0.0289167142857143,2005-05-08
0.0281447142857143,2005-05-15
0.0212718571428571,2005-05-22
0.03375,2005-05-29
0.0242102857142857,2005-06-05
0.0261161428571429,2005-06-12
0.032293,2005-06-19
0.0196071428571429,2005-06-26
0.0234202857142857,2005-07-03
0.0241984285714286,2005-07-10
0.0335535714285714,2005-07-17
0.0350317142857143,2005-07-24
0.0405357142857143,2005-07-31
0.0329191428571429,2005-08-07
0.0267947142857143,2005-08-14
0.0266727142857143,2005-08-21
0.0201558571428571,2005-08-28
0.0228175714285714,2005-09-04
0.0150916,2005-09-11
0.0294285714285714,2005-09-18
0.019522,2005-09-25
0.0157995714285714,2005-10-02
0.0133451428571429,2005-10-09
0.0134405714285714,2005-10-16
0.010244,2005-10-23
0.0103742857142857,2005-10-30
0.013123,2005-11-06
0.022292,2005-11-13
0.0134455545277507,2005-11-20
0.010875,2005-11-27
0.00748814285714286,2005-12-04
0.0112161428571429,2005-12-11
0.00432714285714286,2005-12-18
0.00642071428571429,2005-12-25
0.007518,2006-01-01
0.00596414285714286,2006-01-08
0.0118394285714286,2006-01-15
0.00839785714285714,2006-01-22
0.00831071428571429,2006-01-29
0.0134522857142857,2006-02-05
0.0140654285714286,2006-02-12
0.0131061428571429,2006-02-19
0.0194302857142857,2006-02-26
0.02001,2006-03-05
0.0214822857142857,2006-03-12
0.0231685714285714,2006-03-19
0.0257027142857143,2006-03-26
0.022739,2006-04-02
0.0223452857142857,2006-04-09
0.033631,2006-04-16
0.0283915714285714,2006-04-23
0.0309445714285714,2006-04-30
0.0307561428571429,2006-05-07
0.0242162857142857,2006-05-14
0.0272155714285714,2006-05-21
0.02699,2006-05-28
0.0218115714285714,2006-06-04
0.0223928571428571,2006-06-11
0.0325612857142857,2006-06-18
0.0231111428571429,2006-06-25
0.0311072857142857,2006-07-02
0.0280594285714286,2006-07-09
0.0329584285714286,2006-07-16
0.0297618571428571,2006-07-23
0.0368158571428571,2006-07-30
0.0347121428571429,2006-08-06
0.0258547142857143,2006-08-13
0.0246386,2006-08-20
0.029875,2006-09-03
0.0185172857142857,2006-09-10
0.0205991428571429,2006-09-17
0.019587,2006-09-24
0.01872,2006-10-01
0.0163327142857143,2006-10-08
0.0135594285714286,2006-10-15
0.0151468571428571,2006-10-22
0.0108928571428571,2006-10-29
0.0116468571428571,2006-11-05
0.0151705714285714,2006-11-12
0.0141665714285714,2006-11-19
0.00870814285714286,2006-11-26
0.0107322857142857,2006-12-03
0.00590185714285714,2006-12-10
0.00609514285714286,2006-12-17
0.00749,2006-12-24
0.00307742857142857,2006-12-31
0.010262,2007-01-07
0.008851,2007-01-14
0.00868914285714286,2007-01-21
0.00861914285714286,2007-01-28
0.013622,2007-02-04
0.0155602857142857,2007-02-11
0.017625,2007-02-18
0.0113162857142857,2007-02-25
0.0177977142857143,2007-03-04
0.0152558571428571,2007-03-11
0.0192844285714286,2007-03-18
0.0214821428571429,2007-03-25
0.02077,2007-04-01
0.0241211428571429,2007-04-08
0.0243192857142857,2007-04-15
0.0244225714285714,2007-04-22
0.0195767142857143,2007-04-29
0.0143512857142857,2007-05-06
0.0275475714285714,2007-05-13
0.0338464285714286,2007-05-20
0.0393094285714286,2007-05-27
0.0265202857142857,2007-06-03
0.022379,2007-06-10
0.0299285714285714,2007-06-17
0.0335852857142857,2007-06-24
0.0255951428571429,2007-07-01
0.03661525,2007-07-08
0.028271,2007-07-15
0.0232992857142857,2007-07-22
0.0325433333333333,2007-07-29
0.0332004285714286,2007-08-05
0.0284642857142857,2007-08-12
0.0179102857142857,2007-08-19
0.029071,2007-08-26
0.0305277142857143,2007-09-02
0.0190417142857143,2007-09-09
0.0189445714285714,2007-09-16
0.0226805714285714,2007-09-23
0.0166747142857143,2007-09-30
0.0189285714285714,2007-10-07
0.0150178571428571,2007-10-14
0.0198948571428571,2007-10-21
0.0166984285714286,2007-10-28
0.0134822857142857,2007-11-04
0.00950785714285714,2007-11-11
0.0124185714285714,2007-11-18
0.00997028571428571,2007-11-25
0.00860114285714286,2007-12-02
0.00829757142857143,2007-12-09
0.0129298571428571,2007-12-16
0.00943571428571429,2007-12-23
0.0111361428571429,2007-12-30
0.00665071428571429,2008-01-06
0.0128531428571429,2008-01-13
0.0115387142857143,2008-01-20
0.00968842857142857,2008-01-27
0.00404771428571429,2008-02-03
0.0146435714285714,2008-02-10
0.0176584285714286,2008-02-17
0.0178114285714286,2008-02-24
0.0195774285714286,2008-03-02
0.0259167142857143,2008-03-09
0.028887,2008-03-16
0.0252738571428571,2008-03-23
0.0266667142857143,2008-03-30
0.0275475714285714,2008-04-06
0.0289544285714286,2008-04-13
0.0324484285714286,2008-04-20
0.030381,2008-04-27
0.0287895714285714,2008-05-04
0.0311904285714286,2008-05-11
0.0207021428571429,2008-05-18
0.0326725714285714,2008-05-25
0.0326462857142857,2008-06-01
0.0398688571428571,2008-06-08
0.0317261428571429,2008-06-15
0.032149,2008-06-22
0.0391228571428571,2008-06-29
0.0336131428571429,2008-07-06
0.039631,2008-07-13
0.0332363333333333,2008-07-20
0.0319589139348696,2008-07-27
0.026118,2008-08-03
0.0288532857142857,2008-08-10
0.0292621428571429,2008-08-17
0.0224402857142857,2008-08-24
0.025758,2008-08-31
0.0222846666666667,2008-09-07
0.0198988571428571,2008-09-14
0.019022,2008-09-21
0.0130047142857143,2008-09-28
0.0148294285714286,2008-10-05
0.0143232857142857,2008-10-12
0.0137321428571429,2008-10-19
0.0131171428571429,2008-10-26
0.0129984285714286,2008-11-02
0.010625,2008-11-09
0.0155672857142857,2008-11-16
0.00914285714285714,2008-11-23
0.00791671428571429,2008-11-30
0.0117321428571429,2008-12-07
0.0101428571428571,2008-12-14
0.00944457142857143,2008-12-21
0.0152222857142857,2008-12-28
0.0118881428571429,2009-01-04
0.0105061428571429,2009-01-11
0.00824757142857143,2009-01-18
0.0131665714285714,2009-01-25
0.0140437142857143,2009-02-01
0.016613,2009-02-08
0.0199407142857143,2009-02-15
0.0213035714285714,2009-02-22
0.0193808571428571,2009-03-01
0.020879,2009-03-08
0.026104,2009-03-15
0.0240764285714286,2009-03-22
0.0247261428571429,2009-03-29
0.026673,2009-04-05
0.0292501428571429,2009-04-12
0.0262144285714286,2009-04-19
0.0307937142857143,2009-04-26
0.0226607142857143,2009-05-03
0.0261522857142857,2009-05-10
0.0291984285714286,2009-05-17
0.0228154285714286,2009-05-24
0.0274127142857143,2009-05-31
0.0230455714285714,2009-06-07
0.0190717142857143,2009-06-14
0.0164474,2009-06-21
0.0218333333333333,2009-06-28
0.0373473333333333,2009-07-05
0.0236798342272537,2009-07-12
0.0312524117175655,2009-07-19
0.0348598894845137,2009-07-26
0.0353222020523052,2009-08-02
0.049368,2009-08-09
0.030873,2009-08-16
0.0236864285714286,2009-08-23
0.0372915,2009-08-30
0.0209638571428571,2009-09-06
0.0167618571428571,2009-09-13
0.0192201428571429,2009-09-20
0.0166014285714286,2009-09-27
0.0155098571428571,2009-10-04
0.0147261428571429,2009-10-11
0.0120118571428571,2009-10-18
0.0165535714285714,2009-10-25
0.0105417142857143,2009-11-01
0.0183562857142857,2009-11-08
0.0101467142857143,2009-11-15
0.014849,2009-11-22
0.0101584285714286,2009-11-29
0.0109761428571429,2009-12-06
0.0152222857142857,2009-12-13
0.0208334285714286,2009-12-20
0.0120541428571429,2009-12-27
0.0162837142857143,2010-01-03
0.0106447142857143,2010-01-10
0.00929557142857143,2010-01-17
0.0176385714285714,2010-01-24
0.0168572857142857,2010-01-31
0.0226725714285714,2010-02-07
0.0231291428571429,2010-02-14
0.0156111428571429,2010-02-21
0.0247082857142857,2010-02-28
0.03025,2010-03-07
0.0260248571428571,2010-03-14
0.028626,2010-03-21
0.0205228571428571,2010-03-28
0.023969,2010-04-04
0.0286071428571429,2010-04-11
0.0239465714285714,2010-04-18
0.027236,2010-04-25
0.0183511428571429,2010-05-02
0.0230505714285714,2010-05-09
0.0119723333333333,2010-05-16
0.020979,2010-05-23
0.0378868571428571,2010-05-30
0.0311487142857143,2010-06-06
0.0269642857142857,2010-06-13
0.0365415714285714,2010-06-20
0.0320252857142857,2010-06-27
0.0400834285714286,2010-07-04
0.0368374285714286,2010-07-11
0.0385298571428571,2010-07-18
0.0318274285714286,2010-07-25
0.034774,2010-08-01
0.0313987142857143,2010-08-08
0.0311582,2010-08-15
0.0216228571428571,2010-08-22
0.0348332857142857,2010-08-29
0.028244,2010-09-05
0.0185717142857143,2010-09-12
0.031369,2010-09-19
0.0162164285714286,2010-09-26
0.0162738571428571,2010-10-03
0.0193671428571429,2010-10-10
0.0132254285714286,2010-10-17
0.0159492857142857,2010-10-24
0.0126885714285714,2010-10-31
0.015137,2010-11-07
0.0158094285714286,2010-11-14
0.0149872857142857,2010-11-21
0.013875,2010-11-28
0.0159285714285714,2010-12-05
0.0138511428571429,2010-12-12
0.0150217142857143,2010-12-19
0.012045,2010-12-26
0.00823214285714286,2011-01-02
0.0156845714285714,2011-01-09
0.0148572857142857,2011-01-16
0.00858942857142857,2011-01-23
0.0127141428571429,2011-01-30
0.0177877142857143,2011-02-06
0.0219198571428571,2011-02-13
0.020121,2011-02-20
0.025527,2011-02-27
0.0280298571428571,2011-03-06
0.0254682857142857,2011-03-13
0.0258985714285714,2011-03-20
0.0324345714285714,2011-03-27
0.0271774285714286,2011-04-03
0.0283908571428571,2011-04-10
0.0276832857142857,2011-04-17
0.0210192857142857,2011-04-24
0.0275415714285714,2011-05-01
0.0323572857142857,2011-05-08
0.0296191428571429,2011-05-15
0.0301831428571429,2011-05-22
0.0382241428571429,2011-05-29
0.0420834,2011-06-05
0.023298,2011-06-12
0.0279010778085992,2011-06-19
0.0276822545323484,2011-06-26
0.0272092816214666,2011-07-03
0.0260811811397863,2011-07-10
0.0250277295362708,2011-07-17
0.0240718587904033,2011-07-24
0.0233348954364217,2011-07-31
0.0229283495143974,2011-08-07
0.0222864506178298,2011-08-14
0.0222830822543492,2011-08-21
0.0209888324549839,2011-08-28
0.0199296722449644,2011-09-04
0.018778251653658,2011-09-11
0.0173098784292455,2011-09-18
0.02275,2011-09-25
0.0121684285714286,2011-10-02
0.0219762857142857,2011-10-09
0.0183364285714286,2011-10-16
0.0143768571428571,2011-10-23
0.0103255714285714,2011-10-30
0.0131131428571429,2011-11-06
0.0159195714285714,2011-11-13
0.0145534285714286,2011-11-20
0.0173074285714286,2011-11-27
0.0116607142857143,2011-12-04
0.0126845714285714,2011-12-11
0.0117594285714286,2011-12-18
0.0146968571428571,2011-12-25
0.0142247142857143,2012-01-01
0.0162618571428571,2012-01-08
0.0203988571428571,2012-01-15
0.0141727142857143,2012-01-22
0.0197858571428571,2012-01-29
0.0143964285714286,2012-02-05
0.018484,2012-02-12
0.0260692857142857,2012-02-19
0.0255595714285714,2012-02-26
0.027687,2012-03-04
0.0167041428571429,2012-03-11
0.0196355714285714,2012-03-18
0.0282024285714286,2012-03-25
0.031639,2012-04-01
0.0307381428571429,2012-04-08
0.0286964285714286,2012-04-15
0.0293063333333333,2012-04-22
0.0277241428571429,2012-04-29
0.0294701428571429,2012-05-06
0.0309168571428571,2012-05-13
0.0224464285714286,2012-05-20
0.0333034285714286,2012-05-27
0.0276924285714286,2012-06-03
0.0353372857142857,2012-06-10
0.0367215714285714,2012-06-17
0.0416844285714286,2012-06-24
0.0420118571428571,2012-07-01
0.0384644285714286,2012-07-08
0.0371845714285714,2012-07-15
0.0361101428571429,2012-07-22
0.0325535714285714,2012-07-29
0.0323155714285714,2012-08-05
0.0328154285714286,2012-08-12
0.0405634285714286,2012-08-19
0.0371251428571429,2012-08-26
0.0269681428571429,2012-09-02
0.0272321428571429,2012-09-09
0.0289662857142857,2012-09-16
0.0229872857142857,2012-09-23
0.0189207142857143,2012-09-30
0.0198095714285714,2012-10-07
0.0240238571428571,2012-10-14
0.0203135714285714,2012-10-21
0.0199622857142857,2012-10-28
0.0192918571428571,2012-11-04
0.017735,2012-11-11
0.0153871428571429,2012-11-18
0.012637,2012-11-25
0.009625,2012-12-02
0.00938085714285714,2012-12-09
0.0188975714285714,2012-12-16
0.0183811428571429,2012-12-23
0.0133305714285714,2013-01-06
0.0161418571428571,2013-01-13
0.0209285714285714,2013-01-20
0.0173514285714286,2013-01-27
0.0220484285714286,2013-02-03
0.0161012857142857,2013-02-10
0.0281931428571429,2013-02-17
0.024397,2013-02-24
0.0304618571428571,2013-03-03
0.0300754285714286,2013-03-10
0.031001,2013-03-17
0.0278335714285714,2013-03-24
0.036486,2013-03-31
0.02789225,2013-04-07
0.0195582,2013-04-14
0.0306747142857143,2013-04-21
0.030392,2013-04-28
